userid,mtime,rating_star,comment
306799474,09/03/2021 16:59,5,"Trời ơi son yêu quá, đồ nội địq trung mà chất lượng lắm, tưởng màu ko đẹp mà đẹp không tưởng"
369570582,10/03/2021 10:50,5,"Sp siêu đẹp luônn, hàng y hình, shop phục vụ rất tốt là đằng khác"
118519189,07/03/2021 01:26,5,Son dùng ổn. Màu lên xinh. Dễ trôi. Giá hợp lý. Mùi son không thơm lắm
375598578,06/05/2021 21:50,5,nsnsnxbxbdhdeeikskcncnteoknxnxbdnssksksksmnxnxnxnx hàng ok nha mn
77344891,08/03/2021 10:53,5,Chồydoypuhxyodlhxgpudtiitgkxylxgo b nvlvouxitsixclhclhcv
103077286,24/04/2021 13:40,5,"shop đóng gói hàng đẹp ghê á, giao hàng nhanh lại còn được tặng cả quà nữa chứ sẽ quay lại uho shop dài dài"
36255471,08/05/2021 22:55,5,"vỏ son rất là cute, màu cũng oke, không bóng như mình tưởng nên hơi sầu"
25488092,07/07/2021 09:30,5,"son vỏ đẹp, cọ khá cứng ko phải cọ lông. lên màu bóng nhũ nhũ trong suốt. đô bóng vừa phải ko phải dạng siêu bóng. giao hàng hơi lâu. đóng gói đẹp"
50631036,02/07/2021 13:08,5,"Giao hàng siêu nhanh luôn ý, mới đặt sáng hqua mà hnay đã nhận đc hàng rồi, vỏ màu tím siêu xinh luôn, chưa đánh thử nhưng test ra tay thấy cx ổn"
147144039,26/04/2021 12:01,5,"Chuẩn bị giao hàng nhanh, son thì quá nhiều rồi nhưng chưa có son bóng thì mua thỏi này thêm nha các bác, nó xinh"
234011286,16/06/2021 15:30,5,"shop giao hàng nhanh kinh khủng, màu rất đẹp nha mỗi tội hơi khô nhưng mà với giá thành này thì k đòi hỏi nhiều"
147303848,29/04/2021 10:34,5,"Lựa được màu đúng ý tuii, còn được tặng đồ buộc tóc, shop dth ghiaa Á"
65861979,10/06/2021 08:34,5,giao đầy đủ hàng và giao nhanh lắm luôn. sản phẩm chất lượng giá rẻ
220478904,21/05/2021 11:45,5,Mùi khá thơm nói chung là ok. Lần đầu mua và thấy khá hài lòng
52139991,11/05/2021 08:06,5,"Son rẻ mà dùng rất thích ạ, son không thích hợp với mấy bạn môi khô lắm"
96508968,10/05/2021 13:48,5,Son xinh lắm nhá chỉ có đều so với giá thì k thể nói về chất lượng đc giá nó khá rẻ nên nó k có khả năng bám màu lâu
65562428,05/07/2021 16:36,5,Hàng chất lượng. Shop còn tặng thêm dây buộc tóc nữa. Nên mua nha. Cảm ơn shop
75535112,17/05/2021 17:42,5,Xinh lắm hehe từ packaging tới chất lượng đều ok
260721453,04/05/2021 18:22,5,đánh mịn môi. chất lượng tuyệt vời. giao hàng nhanh. sẽ quay lại
82475984,13/05/2021 17:34,5,"Hàng đẹp, giao hàng nhanh, màu cx rất oki, đối va giá này thì khá là hợp lí, nên mua nha"
319579439,28/06/2021 20:51,5,"Son đẹp, giống hình"
254549199,27/05/2021 16:06,5,Son xinh đẹp lì lắm nha mng nên mua ạ mua shop nhiều lần rồi rất ưng
262609988,09/05/2021 11:08,5,"Son xinh xĩu up xĩu don, gói hàng thì siêu siêu kỹ luôn ýyy"
153697118,26/04/2021 10:14,4,Son đẹp lắm nhưng mik đánh lên môi thấy nó cứ bột bột sao á
9724715,25/04/2021 15:32,5,màu xinh cực ý mềm mịn nữa
210806147,29/05/2021 11:57,5,Dễ thương lên màu đẹp
238972298,02/06/2021 09:33,4,mình thấy cái kẻ mắt của lameila vỏ đen nó k ra màu mà có ra một tẹo còn cái vỏ hồng rất ổn nha vẽ ra lên rất đẹp mà còn mảnh còn lại thì rất okee
307103611,30/04/2021 20:20,4,"son màu đẹp cực, chất son cũng ok lắm luôn"
402569517,02/06/2021 21:03,5,Kiểu dáng mk khá ưng nhỏ gọn xinh xắn. Màu son cũng khá đẹp và bắt mắt
284173496,15/05/2021 18:03,5,chất son lỏngg lắm giống chất nước rửa tay khô nhà mình
227117182,28/04/2021 19:43,5,Son giao không đúng màu
323739133,14/06/2021 22:49,5,"Màu xinh, vỏ cute đáng mua nha"
263765807,16/06/2021 07:08,5,Hàng đẹp chất lượng ok giao nhanh
233897469,17/05/2021 15:39,5,Tốt á nhưng son không lì al mấy
30933488,26/06/2021 15:23,5,"Hàng đẹp, giao đủ số lượng. Sẽ ủng hộ nữa"
48536884,24/04/2021 10:29,5,Rất tốt
329861096,07/05/2021 16:39,5,"Son lì, mùi thơm, mềm môi shop còn tặng thêm dây buộc tóc cute nữa sẽ ủng hộ shop dài dài"
424078332,30/04/2021 01:01,5,Hàng rất ok la dhvruhggu
332867753,11/05/2021 16:15,5,"shop đóng gói cẩn thận, hàng đẹp, ưng cái bụng lắm ạ"
454256286,22/06/2021 01:15,5,đẹp lắm ạ mà lỡ liếm thì hơi đắng
455399240,15/06/2021 18:28,5,"lì lắm, ổn nha"
463777750,18/06/2021 11:08,5,Màu lên rất đẹp đống gói kỹ
442335795,13/06/2021 15:08,5,Siêu xinh luôn ạ
250337165,18/04/2021 20:25,5,Chỉ giao sai màu tóc mái còn lại mọi thứ ok đáng mua.
365249348,16/04/2021 13:01,5,Shop uy tín
362991180,08/04/2021 21:31,5,"Hàng như hình, hàng ổn, dùng tạm được, shop rep tin nhắn chậm, shipper giao hàng lâu, ko gọi đt cho khách hàng, Okok"
83565103,09/04/2021 17:46,5,Xinhh
16950203,04/04/2021 18:19,5,Dùng quá ok lun.
123151984,31/03/2021 16:04,5,"Son mở nắp ra bị đổ, giống như là đã từng sử dụng qua vậy, hơi thất vọng chút"
76950202,21/03/2021 12:45,5,"Tôi viết vài đánh gia chân thanh, nghiêm tuc này, tôi hứa sẽ viết thật dài, đủ ý, rõ rang. Mang đến kinh nghiệm mua hàng bất chấp của bản thân chia sẽ. Để nhận xu thôi nha."
311522559,05/03/2021 17:23,5,"son xinh hơn mình tưởng tượng, shop giao đúng hàng, đóng gói rất cẩn thận nha màu lên cũng xinh nữa, nói chung là đáng giá tiền rất ưng mọi người nên mua nha"
223893688,08/03/2021 19:07,4,"Màu trong hình vs ở ngoài khác xa nhiều luôn, lên môi mình là màu đỏ hồng base hồng"
140182452,09/03/2021 18:02,5,Chắc son siêu đẹp mịn lì quá là ưng lun. Vỏ xinh quá la xuất sắc
208344562,09/03/2021 13:30,5,Son lì lắm luôn mịn cực kỳ
348706144,08/03/2021 20:19,4,Son xinh và chất son ok lắm luôn í nma giao tới thì bị nứt ít dưới đáy son ạ
22280608,04/06/2021 14:57,5,"Shop giao đủ hàng gồm vành, đinh ốc và lưới. Đóng gói cẩn thận. Giao hàng nhanh. Đánh giá shop"
18881465,24/06/2021 17:02,5,Cũng có khách k theo thực đơn vẫn giảm okela lắm Nên tuỳ cơ địa mỗi b khác nhau Bên c sẽ hỗ trợ để e giảm cân hiệu quả nhất có thể e nha
6283595,20/06/2021 20:00,5,Ảnh minh hoạ để lấy xu. Nhưng hàng đẹp và chất lượng lắm. Mọi người nên mua nha
14742023,10/06/2021 21:20,5,"hàng bọc cẩn thận, đầy đủ sẵn lưới và ốc vít. shop nhiệt tìnhh"
4510434,15/06/2021 21:24,5,Hàng chắc chắn bao bịch kỹ giao hàng nhanh sau này sẽ ủng hộ tiếp
60351569,28/06/2021 13:15,5,"Hàng ok, giao hàng hơi lâu, nhưng ship rất nhiệt tình. Đóng gói cẩn thận. Rất ưng"
125792542,01/07/2021 06:52,5,"Đúng xịn lun mn ơiiuu, vừa rẻ vừa đẹp nữa, muaa"
321416807,30/06/2021 09:51,3,"Gói hàng tạm được,không biết đó vận chuyển hay sao mà hàng bị tróc sơn"
298558869,25/05/2021 13:11,5,Khung rất chắc chắn shop đóng gói rất cẩn thận còn tặng kèm thêm ốc vít v. Nhưng mà có điểm trừ là shop lấy hoá đơn của các khách hàng khác gói ốc vít như vậy thì k ổn lắm
151848536,07/07/2021 19:09,5,"Sản phẩm đẹp rất thích hợp tăng chiều cao cho trẻ. Giao hàng nhanh, bé nhà mình rất thích"
192745762,06/06/2021 11:06,5,"Giao đầy đủ phụ kiện, khung chắc chắn xxhchddhh và bhx"
57548768,18/05/2021 16:17,5,"Hàng giao nhanh, đóng gói đẹp, chắc chắn, giá thành phù hợp, ok lắm."
402722444,15/06/2021 15:20,5,Nachbnncnxnnmm.Rổ ổn đáng mua nha ae.ndndndndnds
300276848,15/05/2021 12:01,5,Giao hàng nhanh. Khung rất chắc chắn. Shop có tặng đầy đủ ốc vít.
88201361,04/07/2021 17:45,5,"Đã năm kể từ dịch bùng phát, huynh đệ chúng ta đã không còn được gặp nhau nữa"
299746319,06/07/2021 12:16,5,Cbdbddieibbxbs âmmaiinsmsndbbnndienansnxnsn
168854164,07/07/2021 11:52,5,Ném đc quả đứt lưới
92514982,04/06/2021 10:26,5,"Sản phẩm đúng mô tả, đóng gói cẩn thận, sử dụng tốt vận chuyển nhanh"
137965528,30/05/2021 11:49,5,Sản phẩm giống hình đầy đủ ốc vít trông rất đẹp đóng gói kỹ càng thời gian giao hàng nhanh mùa dịch tự lm rổ cho đỡ chán
71129224,24/06/2021 18:25,5,CHẮCC CHẮNN TOO THÍCH HỢP VS TRẺ CON NHÀ MÌNHH. BÓNG CHẮC CHẮNN DÀY DẶN NẢY. mỗi tội ốc vít hơi yếu nên mình phải thay bằng ốc vít nhà mìnhh
28417725,31/05/2021 00:25,5,"Sản phẩm đẹp, chắc chắn rổ kèm lưới luôn rồi mình lại đặt thêm lưới nhưng k sao để hỏng có cái thay"
374365369,02/07/2021 09:34,3,Veri gud Giao hàng shoppe bị chậm nên gây ức chế
112757521,08/07/2021 16:40,5,YTYTGGHGHGHGHGHGHGUTGYTULTYGHGHGGHGHGG
109545768,13/05/2021 12:52,5,Hàng đúng như quảng cáo. Cơ bản hài lòng với sản phẩm. Thiếu ốc vít đi kèm như quảng cáo. Shop đã gửi bổ sung ốc vít. Rất hài lòng với chất lượng dịch vụ kịp thời cho khách mua hàng. Tiếp tục ủng hộ shop
133394104,24/06/2021 21:02,5,Hàng chắc chắn Đáng mua
354217035,29/06/2021 17:58,5,Hình ảnh chỉ mang tính chất nhận xu nhưng mà hàng ok lắm khuyến khích mọi người nên đặt ở những mảnh tường chắc chắn nhe nếu kh là nó sẽ bị rớt đó
68853293,13/05/2021 07:43,5,"Đặt rổ giao bóng nhưng shop cũng đã giao lại cho mình rồi nên hàng không sao bóng đẹp rổ ok, cảm ơn shop"
220995193,09/06/2021 22:27,5,hàng rất ổn và tốt giao hàng tận nơi rổ bóng cũng đẹp và chuẩn nchung là ưng
175440458,20/05/2021 16:55,4,Giao hàng nhanh. Khung bóng rổ hơi to
153029033,17/06/2021 20:38,5,Hàng chất lượng
237854089,21/06/2021 15:33,5,Giao hàng nhanh hàng tốt vận chuyển bị rách bọc nên mất hết óc
89546431,22/06/2021 13:11,5,Ốc vít nhỏ quá. Hàng thì ok
298224093,18/06/2021 14:52,5,Đc coá
433171561,22/05/2021 12:14,5,"Hàng ok, hơi to"
444258316,21/05/2021 18:58,5,Chất lượng sản phẩm tốt. Rổ chắc chắn. Có tặng kèm ốc vít đầy đủ
438579844,08/07/2021 10:05,5,Rất tốt chất lượng
335639137,29/05/2021 18:28,5,Nicee
300332886,15/06/2021 00:45,5,to hơn mong đợi
338920315,02/06/2021 19:00,5,Giao nhanh
369815629,20/05/2021 14:59,5,Đẹp lắm ạ
284927522,19/06/2021 08:14,5,Chắc
268165652,17/06/2021 19:07,4,Tạm thôu
464376285,22/06/2021 11:53,3,Ko chất lượng
43903239,28/06/2021 18:07,4,Chất lượng tốt.vải mỏng mát.ủng hộ shop.nhưng màu áo với quần của bộ thể thao không giống hình.
58202178,25/06/2021 10:22,5,"Áo mát, shop ship nhanh. Mình vừa đặt ngày đã giao hàng luôn rồi"
32858520,29/04/2021 22:01,5,Chất lượng sản phẩm ổn. mỗi tội áo chật thôi hơi bị bó.mặc tạm vậy
200767519,21/05/2021 20:36,5,Hàng rất chuẩn đúng mẫu mã mặc rất thích.sẽ ủng hộ nhiều lần nữa
154925678,18/05/2021 10:31,5,"Chất lượng sản phẩm tuyệt vời,gói cẩn thận, giao hàng nhanh."
117784229,08/06/2021 13:25,5,Sản phẩm y hình chất lươngk tuyệt vời đẹp nóii chung so vs giá tiền thì chất lượng ổn
224532689,27/04/2021 12:33,5,Hàng ok đúng mô tả vừa khít với ng
53572990,17/06/2021 08:12,5,Áo chất lượng okie mỗi cái bụng mình to nên hơi chật tẹo áo hợp với ai dáng body hơn
194713916,27/04/2021 02:51,5,Tiền nào của đấy duxbduxbdduhdbshuxhdbshsudvdhduxudhsddhdbddhdhhdhhd
298954236,21/05/2021 15:07,5,"Hàng đẹp giao hàng nhanh lắm luôn ý, mua cho ny mà ny thích lắm hyhy sẽ ủng hộ shop nhiều hơn"
361477193,17/06/2021 15:28,5,Sản phẩm hay tốt quá ok hi ha hi ha ngon bổ sung dẻ tốt hic ha hic hi ha
107917578,31/05/2021 14:08,5,"Áo hơi mỏng tí nhưng cũng đẹp, giá lại rẻ, hàng giao đúng yêu cầu"
9438629,24/04/2021 23:21,5,"áo quá ổn so với giá tiền, đóng gói sản phẩm cũng vô cùng ưng ý. bạn đòi hỏi gì hơn ở chiếc áo đỉnh như thé"
403506196,28/04/2021 21:54,5,"Rẻ đẹp tuy vải hơi mỏng nhưng mặc lên rất đẹp sẽ ủng hộ shop những lần tới đóng gói gọn đep, giáo hàng nhanh và nhiệt tình"
337077751,12/05/2021 15:21,5,Đóng gói cẩn thận. Giao hàng nhanh như cơn gió. Áo rẻ. Chất lượng cũg ok
276317113,15/05/2021 05:11,5,Shop giao hàng siêu nhanh. Chất lượng áo khá đẹp. phù hợp với giá tiền
188519423,08/05/2021 06:53,5,Áo phẳng đẹp. Vải chưa thực sự mát lắm. Nhưng giá vậy là hợp lý rồi.
117627446,16/04/2021 08:31,5,"Chất vải giá cả ok, lần sau sẽ ủng hộ tiếp hkpavdneuenekgsnavuo"
204013852,16/04/2021 15:33,5,"Đã mua lại lần sản phẩm này của Shop, mặc khá ổn trong tầm giá. sao."
379573444,16/04/2021 09:54,5,Em đặt màu đỏ mà shop giao màu cam ạ. nhưng không sao chất liệu ổn.
310530331,19/05/2021 14:37,5,"Mình thực sự chưa thấy cái Shop nào hãm như shop này, đã giao sai hàng, mình nt không trả lời mà chỉ duyệt cho trả hàng. Vãi lồn thật, quá thất vọng"
